Route,TrafficCondition,RoadCondition,WeatherCondition,BusCapacity,AvgSpeed,DistanceToDestination,TimeOfDay,DayType,Delay
Route_4,high,average,rainy,36,49.700076927295235,18.975167938984335,afternoon,weekday,26.37010672419736
Route_4,medium,average,foggy,49,32.562563316804,22.79735814953007,morning,weekend,25.86312865216634
Route_4,low,good,foggy,17,39.27009355813305,22.6466972437945,night,weekend,16.68346142023865
Route_4,low,good,sunny,18,41.0965076768054,15.251119588307258,night,weekday,5.783527223339525
Route_4,high,average,foggy,39,39.309529914761676,15.147203805705693,evening,weekday,48.86300721950614
Route_4,medium,good,rainy,40,29.657569659940634,15.17096783770616,afternoon,weekend,15.204013200376092
Route_4,low,average,foggy,29,40.43123318007262,23.305759803103484,night,weekend,21.186265692070897
Route_4,high,good,foggy,33,30.505255518722766,26.099526210904674,evening,weekday,48.085287190260374
Route_4,high,poor,rainy,31,47.125973778316634,21.53055257582234,night,weekend,41.720162481055716
Route_4,low,poor,foggy,34,27.906851118167847,25.71347474547512,evening,weekend,34.66829262135711
Route_5,high,average,sunny,40,53.26932701292928,5.844630975370475,afternoon,weekend,27.03569017866568
Route_5,low,good,rainy,27,28.665828587630596,24.642691250462853,morning,weekday,22.120848862131563
Route_5,medium,average,rainy,45,47.82380992000198,26.89094990309444,evening,weekend,24.710595072473595
Route_5,high,average,foggy,13,47.773489889940606,7.430735734256786,morning,weekend,46.93406837505833
Route_5,low,good,foggy,29,57.83311813963807,14.836603242052355,night,weekend,17.438216962096377
Route_5,medium,poor,sunny,33,27.79686707114251,8.130509943240629,afternoon,weekday,26.74202647362352
Route_5,medium,average,foggy,22,25.64261726722309,23.209985230152547,afternoon,weekday,12.776476144986432
Route_5,low,average,rainy,34,51.28076585137336,14.981293364782395,morning,weekday,30.517787960257348
Route_5,medium,average,foggy,36,42.512309582500784,23.280857140045217,evening,weekday,32.18152840316689
Route_5,high,poor,rainy,19,50.82413709438272,15.130548215747936,afternoon,weekday,32.38587508789895
Route_5,medium,average,rainy,19,59.576273274609704,25.71568445859852,afternoon,weekday,16.1336771737309
Route_5,high,good,foggy,29,38.06409076211885,5.127275918044403,evening,weekday,50.22852298116936
Route_5,medium,good,rainy,29,31.17578033794112,21.77321219323368,morning,weekend,29.621982906979866
Route_5,medium,average,foggy,33,43.91911952289192,17.814977409958562,night,weekday,27.7022884336606
Route_5,low,good,rainy,16,33.3822233747793,6.445997678066494,afternoon,weekend,16.24597760934359
Route_5,high,good,foggy,25,50.688916782368764,5.4500192867997,afternoon,weekend,30.734226648463483
Route_5,medium,poor,rainy,34,22.93111015253607,20.17665024808278,afternoon,weekday,27.599620950475707
Route_5,low,poor,rainy,21,42.740104929445216,26.67544089935885,morning,weekday,46.215147551453896
Route_5,low,poor,sunny,11,31.5305117877306,27.42037804724448,morning,weekend,26.573994044853784
Route_5,medium,average,sunny,27,25.186929726070932,8.022542415426809,morning,weekday,16.19780640840648
Route_5,medium,poor,foggy,18,25.488371602983122,8.30647616935896,afternoon,weekend,20.72301228179393
Route_5,high,good,rainy,15,35.233549780269655,28.4899613375076,evening,weekend,43.57227252111657
Route_5,high,good,rainy,38,21.617011660141486,21.68518108226813,evening,weekend,38.63278920003381
Route_5,low,average,sunny,34,51.08300037329605,24.658587874588964,morning,weekday,18.606674012445083
Route_5,medium,poor,foggy,48,50.850413970451896,22.709762052901624,afternoon,weekend,23.309012261779205
Route_5,low,poor,sunny,46,44.12612090615787,8.364574767699382,afternoon,weekend,14.93954339856216
Route_5,low,poor,foggy,26,20.78687977391052,6.3708519497871325,afternoon,weekend,27.122076001503018
Route_5,medium,good,sunny,25,51.64631567287037,23.354902481380165,night,weekend,15.633028176761082
Route_5,high,good,sunny,14,56.8289608392801,17.01139410673118,evening,weekend,35.846692053480105
Route_5,high,average,sunny,38,51.21732901749945,12.527884875727874,morning,weekday,42.781176725456994
Route_5,medium,average,sunny,32,47.58082303126981,28.860534037337793,evening,weekend,25.72367372333339
Route_5,low,poor,foggy,48,47.351620764428674,25.831277555012715,night,weekend,34.71462862891936
Route_5,low,good,rainy,25,36.218142764868716,6.306435543301465,afternoon,weekday,27.518359786403433
Route_5,low,poor,sunny,13,35.57712135344042,29.835192910588937,night,weekday,26.62966642477764
Route_5,high,average,rainy,14,53.34610431785273,27.40447559159015,evening,weekend,36.1214330385654
Route_5,high,poor,sunny,42,24.55254030255597,9.855242089278539,evening,weekday,47.946954671979356
Route_5,medium,good,sunny,29,55.60708131306167,26.80431815029314,afternoon,weekend,1.5646116463793502
Route_5,medium,average,sunny,39,20.569162955567073,26.650557577635805,morning,weekend,21.789092812682316
Route_5,high,poor,foggy,11,45.82554935064475,23.867125442683598,afternoon,weekend,41.150712926198054
Route_5,medium,poor,foggy,17,29.010024506032963,21.31372912579799,night,weekend,28.31587776776545
Route_5,high,good,sunny,32,56.329297278891325,20.513273780178473,afternoon,weekend,28.01903390080517
Route_5,high,good,sunny,14,23.542306363147855,28.564527713003674,night,weekend,18.483820798405173
Route_5,medium,poor,sunny,45,59.81661754280606,12.743229051155945,afternoon,weekday,10.23852680387871
Route_5,low,average,rainy,21,50.64647164088898,27.130891727322467,night,weekday,18.703268932520096
Route_5,medium,average,foggy,44,25.016006419383814,22.860889303664386,night,weekday,19.444295723348834
Route_5,low,average,rainy,22,22.96360978268783,25.37274732190483,night,weekday,26.73894525396296
Route_5,low,average,rainy,20,34.09692955096073,7.160611149778055,evening,weekday,24.786539823739894
Route_5,low,average,sunny,35,54.12407464699346,23.076926658099165,afternoon,weekday,10.919271810408906
Route_5,high,poor,rainy,50,31.7903853794881,5.105807178041969,afternoon,weekend,50.48207526093149
Route_5,low,good,foggy,22,41.24436048592845,29.267164405282116,night,weekend,26.236615729397304
Route_5,medium,average,sunny,27,44.07411565098208,12.037966652523888,morning,weekday,32.91166040422631
Route_5,medium,average,rainy,11,31.552803176370453,21.534734570172084,morning,weekend,35.30334963133459
Route_5,high,poor,sunny,26,49.31181633276783,17.233182346483467,afternoon,weekend,29.383265844254023
Route_5,low,average,rainy,47,21.52938786887614,29.365563935883696,evening,weekend,28.488790163213437
Route_5,medium,good,sunny,17,54.59012565106595,24.13727812320222,evening,weekday,25.512506446224144
Route_5,low,poor,foggy,44,49.87978044437896,5.39047064401622,morning,weekday,48.128043701607176
Route_5,high,poor,rainy,23,35.280161066238485,15.16011023487096,night,weekend,45.65273347423452
Route_5,medium,average,foggy,27,51.64178187579454,10.654135275484714,night,weekend,14.479652480092632
Route_5,low,good,foggy,33,29.483304582378285,14.45331718949072,morning,weekend,23.271054138315424
Route_5,medium,good,sunny,29,55.411336700290434,7.664836681917343,evening,weekday,20.0209128633278
Route_5,medium,good,foggy,34,24.911423010730633,23.64927280713818,afternoon,weekday,26.9510858333845
Route_5,medium,average,rainy,11,56.6810828905749,14.036686362899646,evening,weekday,32.53697149545103
Route_5,high,good,rainy,49,40.30907296566147,25.15827249605585,night,weekend,30.375577132269378
Route_5,high,poor,sunny,20,46.42695811503605,8.094550729840684,evening,weekday,44.16009632400927
Route_5,low,good,sunny,48,21.61699205223661,19.522214086721103,afternoon,weekend,4.267153695996792
Route_5,high,poor,foggy,10,34.279700844343104,19.401601479684352,night,weekday,44.78511506860603
Route_5,high,good,sunny,19,59.07134236659833,28.953972771128328,afternoon,weekend,30.174234420203923
Route_5,high,average,rainy,48,35.83942448536669,27.645382203527266,evening,weekend,40.5594630896333
Route_5,medium,good,rainy,42,33.60517057182479,22.657734137581517,evening,weekday,37.17233229773874
Route_5,high,good,sunny,46,46.92811000087589,20.042448655099335,morning,weekday,38.64433879631849
Route_5,medium,average,foggy,50,57.54100149867188,13.089004863896108,morning,weekend,19.41779887238525
Route_5,low,poor,sunny,32,25.197906927585485,6.289464865048112,evening,weekend,27.533715425516608
Route_5,low,good,rainy,47,45.04073238922895,19.303044091034558,afternoon,weekend,18.047697278468636
Route_5,medium,average,rainy,32,53.754064729201765,9.15381730855037,afternoon,weekday,20.323492374804594
Route_5,medium,good,rainy,33,33.106437347597804,23.33784875488472,afternoon,weekday,23.607098062762503
Route_5,high,good,sunny,29,35.91635163021009,15.089660137912013,afternoon,weekend,29.320640303106973
Route_5,high,average,sunny,34,43.65720539454391,26.481372877289616,evening,weekend,30.351347462779465
Route_5,high,average,foggy,50,41.33172764078064,6.202875412044152,night,weekend,36.67608818138301
Route_5,low,average,foggy,50,39.61324521683544,11.320525384730121,evening,weekend,25.686902286916872
Route_5,low,poor,sunny,22,47.3364797261805,17.593430531555114,afternoon,weekend,23.4909807424498
Route_5,low,good,foggy,41,39.9525215787984,22.86145355455543,evening,weekend,30.311958791274268
Route_5,medium,poor,sunny,43,22.299338298043857,11.72268725553467,morning,weekend,26.61010772351684
Route_5,low,good,rainy,48,55.63018553112046,5.807489706604455,afternoon,weekday,20.42732594836825
Route_5,medium,good,rainy,38,51.61630003326778,26.292640001114208,evening,weekday,33.992360326454914
Route_5,low,average,foggy,25,40.16717704756318,17.979642935279962,afternoon,weekday,20.39899929331868
Route_5,low,average,rainy,48,42.17425978663718,8.765481431768745,evening,weekend,19.788641600361387
Route_5,high,average,rainy,18,45.076901113166485,8.98020839626352,night,weekend,26.21051725023849
Route_5,low,average,foggy,23,37.24687942121526,12.545515598893232,night,weekend,8.467746674488337
Route_5,low,poor,sunny,45,39.97801755529407,25.79776990954617,morning,weekend,26.331917857039578
Route_5,medium,good,foggy,30,41.03719737977373,9.626855059160643,evening,weekend,30.886577433214484
Route_5,medium,average,foggy,33,38.94783211458359,16.950893332746283,night,weekday,24.51968570006955
Route_5,low,poor,sunny,43,44.336775288430985,18.84356848835923,evening,weekday,23.367469434921915
Route_5,low,poor,rainy,35,40.44438601207139,29.247491759925545,afternoon,weekday,27.116921343091455
Route_5,medium,average,rainy,50,46.42424072704705,10.517762015924827,afternoon,weekday,23.66585417039328
Route_5,medium,poor,sunny,37,34.91906329460511,5.111904776921842,afternoon,weekend,18.71266826828153
Route_5,low,average,sunny,43,33.829072049944855,5.978839246980151,morning,weekend,22.794013070820814
Route_5,low,poor,foggy,23,43.771156994416586,24.63565948768606,evening,weekday,41.19387302265109
Route_5,low,good,sunny,49,46.93345032533666,6.7866869349403185,morning,weekend,20.30732621833886
Route_5,high,poor,rainy,48,54.763297778366535,20.39445922386034,morning,weekday,43.211421502581715
Route_5,low,good,sunny,31,37.572613444237255,7.117812485934687,afternoon,weekday,15.31439988272534
Route_5,medium,average,rainy,39,56.304929174345894,16.56088952833576,evening,weekend,30.03644042194494
Route_5,low,poor,sunny,19,50.36089911078831,18.7802948154467,evening,weekend,29.04097971023216
Route_5,low,poor,foggy,23,37.101824427527674,21.244642953819106,morning,weekend,36.134082514445865
Route_5,medium,good,sunny,43,51.31328825599541,28.33612015338308,morning,weekday,12.696042450475241
Route_5,high,average,rainy,20,37.19861579799783,20.24798637769981,night,weekday,34.95562815215327
Route_5,low,poor,sunny,22,30.990685358370904,7.6759390655462845,evening,weekend,36.86734359432056
Route_5,low,good,sunny,11,38.878047891911194,9.063199460572614,evening,weekend,26.751877264253245
Route_5,high,poor,foggy,21,57.49715003398802,26.97404938712066,evening,weekday,44.92644693704153
Route_5,low,average,rainy,25,31.358422983478743,25.777659645173873,night,weekday,25.77761789086017
Route_5,medium,poor,sunny,34,40.059397827654635,16.229797440758738,night,weekday,21.06421376556203
Route_5,low,good,foggy,27,40.97568799407493,18.97092676645231,morning,weekend,31.834614202100518
Route_5,low,good,rainy,49,28.810565604358075,13.715316902515388,night,weekend,13.093625174544679
Route_5,low,average,rainy,46,23.586076229267118,6.948227958257953,evening,weekday,39.10414731735699
Route_5,low,poor,sunny,30,50.76027261062192,7.970084667520248,afternoon,weekday,19.279903772852656
Route_5,medium,poor,foggy,36,27.61647890348587,22.65127386808368,night,weekday,24.31850075212327
Route_5,low,average,rainy,18,52.250951499403214,12.30012756359702,night,weekend,11.692557319800713
Route_5,high,good,rainy,43,27.605500480911452,13.549569986329313,morning,weekend,50.06884966076055
Route_5,medium,good,sunny,42,52.96631359041974,9.373114954341432,evening,weekend,21.48806390685145
Route_5,low,poor,foggy,17,50.866821943565554,20.02434835558575,morning,weekend,37.33786780877351
Route_5,low,good,rainy,21,20.703724467669836,10.608431728458577,night,weekday,15.920930730509768
Route_5,high,poor,rainy,18,34.38862897818339,10.373693399266468,evening,weekday,49.6547507607622
Route_5,medium,poor,sunny,13,59.889420523156545,29.097887717452572,morning,weekend,23.0686871660727
Route_5,low,good,foggy,32,22.811002936626878,28.768221575599767,morning,weekend,33.41107588636674
Route_5,medium,good,rainy,20,56.16499647374369,17.29524668935531,evening,weekend,22.51776029010593
Route_5,low,good,rainy,19,29.41224684187704,26.865863559821854,evening,weekend,19.81420475135058
Route_5,low,poor,foggy,32,22.347285776853486,5.085166445350826,morning,weekday,41.807418643925644
Route_5,medium,good,rainy,32,20.76881786307673,16.343990184537496,morning,weekend,17.575826745604
Route_5,medium,good,rainy,47,51.32879412195976,11.735720306475546,evening,weekday,35.770343352004566
Route_5,low,good,foggy,13,40.33267527301707,14.674375026743249,evening,weekend,26.772834943842188
Route_5,medium,poor,sunny,35,47.26905016138077,29.069736094565275,afternoon,weekday,29.20212423555607
Route_5,high,poor,rainy,33,43.82238390651811,9.291216737338827,morning,weekend,56.82274542813341
Route_5,low,poor,foggy,22,42.98839438071205,25.10870062168177,evening,weekday,44.08843762414713
Route_5,low,good,foggy,37,59.37476877925536,16.89178506317713,evening,weekend,30.01341767673886
Route_5,high,poor,sunny,25,46.163406605026296,28.721874570998846,evening,weekday,50.4129859894809
Route_5,low,poor,sunny,23,47.379950840082934,19.493847378843853,evening,weekday,31.68914402160788
Route_5,low,average,sunny,35,42.09191281327513,6.8366658709183055,morning,weekday,27.52354227653081
Route_5,high,average,rainy,50,31.298461798785272,25.29105365669049,morning,weekend,48.908841186046544
Route_5,medium,good,rainy,21,38.6262062167901,25.517597691319533,morning,weekday,39.62404530431504
Route_5,low,average,sunny,36,48.14730337655935,12.3903946351308,morning,weekday,30.10270108444928
Route_5,medium,poor,foggy,30,48.49322793664491,28.953067403133392,evening,weekend,30.863814270085893
Route_5,low,good,foggy,44,44.425105603349955,17.023273288237423,morning,weekday,41.9389259307969
Route_5,low,average,sunny,10,53.30010917355493,26.526328029101336,night,weekday,10.158026104703714
Route_5,high,poor,rainy,10,49.327708530247136,11.059680412481775,morning,weekend,64.13787371505917
Route_5,medium,poor,rainy,49,30.85164133492977,12.4106202956098,afternoon,weekday,28.374309218024237
Route_5,low,average,rainy,23,37.82169582746403,8.380910279009743,morning,weekday,24.129953857541665
Route_5,medium,average,rainy,38,42.324851461733154,23.90147213560323,evening,weekday,24.284294750684484
Route_5,medium,average,sunny,10,32.35742689478282,16.17433298756506,night,weekend,5.492927278006902
Route_5,medium,good,sunny,21,54.34475712536291,25.449181110227492,afternoon,weekend,8.951347093578056
Route_5,high,average,foggy,16,25.556610374019364,25.52262365320421,evening,weekday,39.19648203761783
Route_5,high,good,sunny,29,56.46223491919529,27.158371863736836,night,weekend,27.707711005122675
Route_5,low,good,rainy,23,53.738257885852136,23.31324832568299,evening,weekday,25.603175629819205
Route_5,low,average,sunny,16,34.83284808186533,14.529398918501888,morning,weekday,25.479669639373622
Route_5,high,average,rainy,18,28.945384028575894,28.555365339108008,morning,weekend,52.36351559515441
Route_5,high,average,sunny,36,32.51376294533293,13.514937521072941,evening,weekday,26.876831295459922
Route_5,high,poor,foggy,11,39.8381162653157,25.60210194294896,night,weekday,46.54426076175367
Route_5,low,poor,sunny,27,27.031901901505645,12.88278598711584,night,weekend,24.851354556595474
Route_5,low,poor,foggy,22,37.88041441735495,15.759471192525421,evening,weekday,37.49683180611373
Route_5,high,poor,foggy,25,20.085903001252092,22.519920621654222,evening,weekend,52.23226934234903
Route_5,medium,good,foggy,21,33.69979749034095,6.605544951107193,night,weekend,18.154066489802975
Route_5,medium,poor,rainy,44,39.128117085557875,28.287408954325347,morning,weekday,35.38583795104477
Route_5,low,average,sunny,24,54.41407313394095,6.501043778821929,morning,weekend,26.727262432537984
Route_5,high,average,sunny,26,42.794748769525015,29.47289591544766,morning,weekend,30.757452016074424
Route_5,medium,good,rainy,20,28.930721695873842,24.601744825169853,night,weekend,17.07595533729118
Route_5,medium,good,foggy,20,41.06659257305516,24.185576404290515,evening,weekday,26.324508711257455
Route_5,high,average,sunny,50,52.51894688478124,10.360710114275513,evening,weekday,36.35253133404957
Route_5,low,poor,sunny,23,20.13533578160722,20.531958786052122,afternoon,weekend,6.251731588692895
Route_5,high,poor,foggy,27,42.501640213525775,24.825937447662067,morning,weekend,54.64839567464322
Route_5,medium,average,rainy,39,47.481818222669816,8.8432926170169,evening,weekday,31.04498518908212
Route_5,low,good,sunny,28,57.37500941980577,24.11463158874591,morning,weekend,16.877514243219608
Route_5,medium,good,sunny,33,20.19213346659365,29.503358047990886,evening,weekend,16.07658113156948
Route_5,medium,average,sunny,47,29.77085388095594,14.148276366453517,afternoon,weekend,16.942304482151194
Route_5,high,poor,foggy,24,32.99855339891428,18.755299982227967,night,weekend,47.198896279339024
Route_5,high,good,foggy,46,55.353297040132446,9.11088103658607,night,weekday,44.093137339638794
Route_5,high,average,foggy,27,56.762959233248566,27.872085067181438,morning,weekend,34.86147229895301
Route_5,high,good,sunny,45,51.442447512558616,19.112986134608175,evening,weekday,38.149937488095816
Route_5,low,good,sunny,18,30.45172076768276,28.695954364715345,morning,weekday,20.09596204032613
Route_5,medium,average,foggy,34,42.72600141573237,16.6899701273934,afternoon,weekend,9.274789703534077
Route_5,medium,good,rainy,25,47.307871647063784,6.0600847237724755,afternoon,weekend,22.612782418467845
Route_5,medium,good,sunny,41,30.607690351135773,29.764539152412834,morning,weekday,23.338138776174503
Route_5,high,good,foggy,22,26.30988006595161,13.738715330968407,night,weekend,36.0190040496091
Route_5,medium,good,rainy,42,57.35780234443965,10.075692549947519,afternoon,weekday,20.770907027961794
Route_5,low,poor,rainy,32,52.51383921098258,7.77840726845901,afternoon,weekend,38.81329318275476
Route_5,low,poor,foggy,44,30.214584576901565,10.491688971436476,morning,weekend,36.72926625263525
Route_5,low,poor,rainy,49,33.62050295603557,27.858523598750214,afternoon,weekday,23.366766801721297
Route_5,low,poor,rainy,27,40.62809602966766,20.39670751200503,afternoon,weekday,26.575011258462986
Route_5,medium,average,sunny,12,42.27182754980292,28.721472126653985,evening,weekend,16.799567127741348
Route_5,high,average,foggy,17,23.474806786477174,22.438125484591257,night,weekday,29.34825416414033
Route_5,high,average,sunny,34,20.691161806476725,19.093508187943613,evening,weekend,42.676548115829156
Route_5,low,poor,foggy,19,43.149652438770346,20.663115232790453,night,weekday,29.60460772076636
Route_5,medium,poor,sunny,16,38.51981752723744,20.104323377394152,evening,weekend,29.455646985602165
Route_5,medium,poor,sunny,26,35.801023733936105,10.763973128050555,morning,weekend,34.219179031165936
Route_5,medium,poor,foggy,44,42.11908653577715,23.092918880876194,night,weekend,33.654767135741636
Route_5,high,good,foggy,38,52.668313200175135,21.890545534359134,night,weekend,38.2939576474295
Route_5,high,average,sunny,48,35.51205338898478,26.215976458514053,morning,weekday,29.24103210617994
Route_5,low,good,foggy,39,50.004223908717044,15.910400934245532,evening,weekend,26.763632999221834
Route_5,medium,poor,rainy,30,57.23259757793087,13.254815284230975,morning,weekend,39.805155046053734
Route_5,high,poor,rainy,25,58.35418134101755,27.395172264747767,evening,weekday,35.46577099947041
Route_5,low,poor,rainy,24,55.366094467959385,16.98235738976682,morning,weekday,49.02075192870498
Route_5,high,good,sunny,43,21.315540473156776,15.1428054322584,night,weekend,15.664044935312953
Route_5,high,good,foggy,16,45.32025363684742,29.003590490580972,morning,weekend,41.54396725098013
Route_5,medium,good,rainy,16,42.22202349965259,20.625202489665497,night,weekday,20.66736871687776
Route_5,high,average,rainy,22,21.173650279351392,15.183633550860128,morning,weekday,34.84281457305601
Route_5,medium,good,rainy,40,52.80487704098176,19.34167216764396,afternoon,weekend,19.336111811394428
Route_5,high,good,rainy,25,27.666062024491684,19.85876958607709,evening,weekend,48.414488300848475
Route_5,medium,good,foggy,43,23.168416381366768,7.820218793331914,afternoon,weekend,17.584061540669424
Route_5,low,average,foggy,38,43.18071906602532,11.30573300064965,night,weekend,17.52647910020173
Route_5,high,poor,sunny,24,21.732651355363416,8.696748918593745,morning,weekend,34.06396677681718
Route_5,high,poor,rainy,10,55.248627186144155,28.054770411540133,night,weekend,38.5265968253849
Route_5,medium,average,foggy,31,23.52171604842264,9.238304869940936,night,weekend,25.90600306904446
Route_5,low,average,sunny,10,43.448581480692425,12.734059975581655,afternoon,weekend,12.205484570958488
Route_5,medium,poor,foggy,38,34.737021269743266,10.817336932402071,morning,weekend,25.260802725856625
Route_5,high,average,foggy,38,20.691186821940626,14.162681266353594,afternoon,weekend,29.546389347872548
Route_5,high,poor,rainy,12,52.83223962296562,16.851689435031084,afternoon,weekend,31.78520340928266
Route_5,low,average,rainy,17,31.890118509936993,28.89996081782969,evening,weekday,35.66871530262382
Route_5,low,average,rainy,13,57.60834118269896,14.472770735888353,evening,weekday,21.2162838880217
Route_5,medium,poor,rainy,29,47.42686504967046,29.351258036801237,morning,weekend,43.82953551104544
Route_5,low,good,rainy,41,23.3252279491286,14.968452036322267,night,weekday,18.680066745078566
Route_5,medium,average,rainy,29,38.991142916188124,5.08891354953135,morning,weekend,20.989624653749924
Route_5,low,good,rainy,33,45.567360357985756,25.12941193310671,evening,weekday,27.01519251493112
Route_5,high,average,rainy,46,42.16175888219123,15.931435242189297,morning,weekend,35.84279921513761
Route_5,low,poor,foggy,23,43.27700364151008,16.897527453363146,evening,weekday,31.209226249745782
Route_5,low,average,foggy,40,21.877322331708108,23.192775473320733,evening,weekend,19.65908309271354
Route_5,low,average,foggy,29,45.38650258914451,25.354638366851184,afternoon,weekday,17.00754519751428
Route_5,medium,average,sunny,21,52.637489082820686,6.5926951707326,evening,weekday,13.71507868257429
Route_5,high,poor,rainy,25,55.837863843492144,18.861780999094137,night,weekday,49.54355277505412
Route_5,medium,good,sunny,15,49.67592729366858,16.934424538852326,evening,weekday,28.11254004501976
Route_5,high,average,sunny,49,30.80146449091979,21.716176201168167,evening,weekday,37.66620187662444
Route_5,medium,poor,foggy,23,40.873606614887215,5.234374106729568,morning,weekday,45.84231339211316
Route_5,high,poor,sunny,34,58.32709868480812,21.670408244079862,afternoon,weekend,39.05576640541652
Route_5,medium,good,sunny,24,59.38384721901966,19.85855511937223,evening,weekday,21.256054609980744
Route_5,medium,poor,sunny,26,43.44556918111938,8.989612211552013,afternoon,weekend,23.26278613690133
Route_5,high,average,sunny,23,43.31643458952772,28.94617412832275,morning,weekend,37.60370511500125
Route_5,medium,poor,sunny,24,42.31806255670077,27.29225006615418,night,weekday,28.174627912653378
Route_5,low,good,sunny,30,45.79491985591403,26.630278200838333,evening,weekday,22.4883608302395
Route_5,medium,poor,foggy,39,22.829028443461294,21.9062273730928,afternoon,weekday,29.74575639486748
Route_5,low,poor,sunny,42,47.58292357266906,29.14712991762426,evening,weekday,20.623129925014247
Route_5,medium,poor,foggy,32,48.472094794478,8.763366578634585,afternoon,weekend,28.519451095690865
Route_5,medium,poor,sunny,12,55.40938101299146,16.20489230954954,night,weekend,23.05490099507029
Route_5,medium,good,rainy,42,49.167772780368466,26.24163960399558,evening,weekday,37.860947073130895
Route_5,high,poor,rainy,22,41.348509777704926,26.467169032029094,night,weekend,49.14412053809481
Route_5,low,poor,rainy,28,45.81834624444302,17.678761232465966,afternoon,weekday,26.72745820245457
Route_5,medium,good,sunny,48,49.466645703396225,10.84321417897938,evening,weekend,28.381536411911977
Route_5,low,good,rainy,45,36.92614109615413,21.475272234146118,morning,weekend,24.431399824870603
Route_5,low,poor,foggy,14,45.00326789443557,21.77295415761342,evening,weekend,36.42596942054107
Route_5,low,poor,rainy,30,52.28987793335799,24.917960349343524,morning,weekday,34.1841202523522
Route_5,high,poor,sunny,31,30.720031901633146,22.216692859414685,night,weekend,36.5937395250684
Route_5,medium,average,rainy,28,21.262299556358496,27.754227875039803,evening,weekend,28.111922491188412
Route_5,high,poor,rainy,13,28.25587105524694,16.496038177245367,evening,weekday,54.07595597580058
Route_5,low,average,rainy,49,59.08091706108842,26.806859660395062,morning,weekday,32.55659255046699
Route_5,medium,good,rainy,45,46.44652662359121,29.56615838328743,night,weekday,14.594614496626253
Route_5,medium,good,rainy,40,31.694331661610946,13.638801799687762,night,weekday,23.71244867684117
Route_5,high,average,foggy,12,31.07945409718701,15.403028516967172,evening,weekend,50.77988500912694
Route_5,low,poor,rainy,22,50.85508300363009,5.959060829339162,evening,weekend,32.40143447424218
Route_5,low,good,rainy,49,31.168178904804865,14.784376181954121,night,weekday,25.360290622535636
Route_5,low,poor,rainy,42,40.16358483743874,12.916350111765253,evening,weekday,47.06078019917433
Route_5,low,average,foggy,25,48.10464567318776,5.841554099713266,afternoon,weekday,22.252857762049196
Route_5,high,poor,sunny,10,36.12000031653109,24.89800726158203,evening,weekday,56.527016109546175
Route_5,high,good,foggy,28,40.40184181645769,7.945150899152968,evening,weekday,46.99303424070523
Route_5,medium,poor,foggy,49,29.67009885063415,7.193250929076893,night,weekend,21.188088539022605
Route_5,low,good,foggy,36,48.59011307793226,6.537167647495439,afternoon,weekday,15.192792250101157
Route_5,high,good,sunny,47,27.309288853901172,18.743224961808473,night,weekend,24.956411288493477
Route_5,high,good,sunny,28,32.9113502239117,15.707084302931552,night,weekday,23.84154135258087
Route_5,high,poor,rainy,39,33.38495958789871,5.4985583847911785,afternoon,weekday,50.03180818821096
Route_5,high,good,rainy,33,28.9591084637066,5.927171532008286,afternoon,weekend,36.72200553757869
Route_5,low,average,foggy,15,41.306207725683606,10.073963125424676,evening,weekend,33.13345582587745
Route_5,medium,poor,rainy,39,47.19061657917102,11.158824997996184,night,weekday,22.512225003878477
Route_5,medium,poor,rainy,45,43.837291070712126,6.533549276400869,evening,weekend,38.380991747959484
Route_5,low,poor,rainy,45,27.988867336690333,24.174013118804968,afternoon,weekday,22.38830949803355
Route_5,low,poor,rainy,34,40.05429673081582,29.13966272397559,evening,weekend,44.64692872797509
Route_5,high,average,foggy,48,56.599738713344536,22.9846259017336,afternoon,weekday,40.50382485253068
Route_5,medium,good,rainy,42,48.3630774114892,28.54051531452134,evening,weekend,34.658816408088796
Route_5,medium,good,rainy,15,43.245798490323914,23.66253772129816,morning,weekend,36.688519618856574
Route_5,high,poor,sunny,17,46.85320301553014,27.739757396953078,morning,weekday,47.34906060036384
Route_5,low,poor,rainy,23,31.943923078068973,13.846281358229707,afternoon,weekday,30.692519528022352
Route_5,medium,average,sunny,15,45.53576564971073,28.19001342827448,afternoon,weekday,16.819450115367566
Route_5,low,average,rainy,15,37.407075769378956,26.946859964502153,evening,weekday,33.13646222958353
Route_5,low,poor,foggy,48,24.323545836990018,27.50677167925373,night,weekend,28.771938944583145
Route_5,high,good,foggy,11,20.170688678266888,15.4767899812026,morning,weekend,50.64759777458662
Route_5,medium,average,rainy,36,52.82179220134404,11.62988631167406,morning,weekend,17.101295596501195
Route_5,high,good,rainy,42,30.007028245500138,11.330026630216596,afternoon,weekday,31.506674889708453
Route_5,high,average,foggy,13,34.851937863463554,19.268680584004766,morning,weekend,38.62604478698354
Route_5,medium,poor,rainy,42,42.15784707605003,16.507289620084244,afternoon,weekend,23.636707687092464
Route_5,medium,poor,sunny,15,58.73552813549872,21.524194414966882,evening,weekend,27.991500159505094
Route_5,medium,average,sunny,39,59.4074119670377,12.235275233453013,morning,weekend,21.84061784619048
Route_5,high,average,rainy,50,54.885835054743865,12.987598253643014,afternoon,weekday,41.523992396745015
Route_5,low,good,sunny,19,34.19971625788424,29.171977662874628,morning,weekday,24.316735739905006
